IBGE;IBGE2;Município;Regiao_intermediaria;PIB;Classificacao;Regiao
314590;3145901;Ouro Branco;Barbacena; 3358282,87; 1; 1
310560;3105608;Barbacena;Barbacena; 2683459,07; 1; 1
311830;3118304;Conselheiro Lafaiete;Barbacena; 2125977,23; 2; 1
316250;3162500;São João del Rei;Barbacena; 2033658,53; 2; 1
311800;3118007;Congonhas;Barbacena; 1646173,88; 3; 1
313540;3135407;Jeceaba;Barbacena;  769956,73; 3; 1
311320;3113206;Carandaí;Barbacena;  499029,14; 4; 1
310590;3105905;Barroso;Barbacena;  385190,23; 4; 1
312300;3123007;Dores de Campos;Barbacena;  271130,89; 5; 1
314450;3144508;Nazareno;Barbacena;  205121,14; 5; 1
313740;3137403;Lagoa Dourada;Barbacena;  202557,44;NA; 1
312390;3123908;Entre Rios de Minas;Barbacena;  180657,12;NA; 1
315440;3154408;Ressaquinha;Barbacena;  171678,62;NA; 1
316530;3165305;São Vicente de Minas;Barbacena;  163124,98;NA; 1
310210;3102100;Alto Rio Doce;Barbacena;  162094,00;NA; 1
316500;3165008;São Tiago;Barbacena;  161468,70;NA; 1
315080;3150802;Piranga;Barbacena;  159904,30;NA; 1
313910;3139102;Madre de Deus de Minas;Barbacena;  157368,79;NA; 1
315420;3154200;Resende Costa;Barbacena;  154918,89;NA; 1
316880;3168804;Tiradentes;Barbacena;  154746,58;NA; 1
315270;3152709;Prados;Barbacena;  152106,14;NA; 1
310640;3106408;Belo Vale;Barbacena;  146387,35;NA; 1
310290;3102902;Antônio Carlos;Barbacena;  140944,25;NA; 1
312140;3121407;Desterro de Entre Rios;Barbacena;  118741,70;NA; 1
315733;3157336;Santa Cruz de Minas;Barbacena;   88446,64;NA; 1
310163;3101631;Alfredo Vasconcelos;Barbacena;   84166,04;NA; 1
316620;3166204;Senhora dos Remédios;Barbacena;   79277,49;NA; 1
312040;3120409;Cristiano Otoni;Barbacena;   77099,83;NA; 1
315030;3150307;Piedade do Rio Grande;Barbacena;   73855,82;NA; 1
315610;3156106;Ritápolis;Barbacena;   69121,76;NA; 1
316600;3166006;Senhora de Oliveira;Barbacena;   68282,56;NA; 1
312940;3129400;Ibertioga;Barbacena;   65198,66;NA; 1
311490;3114907;Casa Grande;Barbacena;   60550,26;NA; 1
315940;3159407;Santa Rita de Ibitipoca;Barbacena;   56794,07;NA; 1
315730;3157302;Santa Bárbara do Tugúrio;Barbacena;   56008,32;NA; 1
316090;3160900;São Brás do Suaçuí;Barbacena;   51229,63;NA; 1
311220;3112208;Capela Nova;Barbacena;   48564,41;NA; 1
313390;3133907;Itaverava;Barbacena;   48365,27;NA; 1
311630;3116308;Cipotânea;Barbacena;   48158,75;NA; 1
311970;3119708;Coronel Xavier Chaves;Barbacena;   47191,17;NA; 1
315520;3155207;Rio Espera;Barbacena;   46685,98;NA; 1
311520;3115201;Conceição da Barra de Minas;Barbacena;   42766,65;NA; 1
313790;3137908;Lamim;Barbacena;   40225,40;NA; 1
311540;3115409;Catas Altas da Noruega;Barbacena;   35734,22;NA; 1
312150;3121506;Desterro do Melo;Barbacena;   34825,12;NA; 1
315910;3159100;Santana dos Montes;Barbacena;   32715,19;NA; 1
311310;3113107;Caranaíba;Barbacena;   31368,10;NA; 1
315380;3153806;Queluzito;Barbacena;   29156,66;NA; 1
315870;3158706;Santana do Garambéu;Barbacena;   28654,46;NA; 1
310620;3106200;Belo Horizonte;Belo Horizonte;88951167,81; 1; 2
311860;3118601;Contagem;Belo Horizonte;28988053,32; 1; 2
310670;3106705;Betim;Belo Horizonte;23088152,51; 2; 2
314480;3144805;Nova Lima;Belo Horizonte; 9112333,29; 2; 2
316720;3167202;Sete Lagoas;Belo Horizonte; 8262636,15; 3; 2
313170;3131703;Itabira;Belo Horizonte; 5220378,29; 3; 2
314610;3146107;Ouro Preto;Belo Horizonte; 4644423,45; 4; 2
313190;3131901;Itabirito;Belo Horizonte; 3938104,21; 4; 2
315460;3154606;Ribeirão das Neves;Belo Horizonte; 3855401,23; 5; 2
315780;3157807;Santa Luzia;Belo Horizonte; 3785137,87; 5; 2
314000;3140001;Mariana;Belo Horizonte; 2897514,66;NA; 2
317120;3171204;Vespasiano;Belo Horizonte; 2596132,09;NA; 2
315670;3156700;Sabará;Belo Horizonte; 2523965,67;NA; 2
312980;3129806;Ibirité;Belo Horizonte; 2170053,19;NA; 2
310900;3109006;Brumadinho;Belo Horizonte; 1988402,59;NA; 2
316935;3169356;Três Marias;Belo Horizonte; 1667558,99;NA; 2
313760;3137601;Lagoa Santa;Belo Horizonte; 1661109,71;NA; 2
312090;3120904;Curvelo;Belo Horizonte; 1480513,11;NA; 2
314930;3149309;Pedro Leopoldo;Belo Horizonte; 1437172,46;NA; 2
313665;3136652;Juatuba;Belo Horizonte; 1201844,78;NA; 2
311787;3117876;Confins;Belo Horizonte; 1058291,04;NA; 2
314110;3141108;Matozinhos;Belo Horizonte; 1003317,43;NA; 2
316553;3165537;Sarzedo;Belo Horizonte;  895022,72;NA; 2
311750;3117504;Conceição do Mato Dentro;Belo Horizonte;  810998,61;NA; 2
315720;3157203;Santa Bárbara;Belo Horizonte;  765975,10;NA; 2
310540;3105400;Barão de Cocais;Belo Horizonte;  727192,66;NA; 2
314070;3140704;Mateus Leme;Belo Horizonte;  692348,62;NA; 2
312410;3124104;Esmeraldas;Belo Horizonte;  676032,25;NA; 2
313010;3130101;Igarapé;Belo Horizonte;  648110,57;NA; 2
311535;3115359;Catas Altas;Belo Horizonte;  609951,74;NA; 2
316292;3162922;São Joaquim de Bicas;Belo Horizonte;  602734,88;NA; 2
311000;3110004;Caeté;Belo Horizonte;  577870,28;NA; 2
314740;3147402;Paraopeba;Belo Horizonte;  565326,41;NA; 2
316295;3162955;São José da Lapa;Belo Horizonte;  490793,37;NA; 2
311910;3119104;Corinto;Belo Horizonte;  316785,68;NA; 2
315390;3153905;Raposos;Belo Horizonte;  297988,73;NA; 2
310990;3109907;Caetanópolis;Belo Horizonte;  252699,57;NA; 2
312570;3125705;Felixlândia;Belo Horizonte;  209566,36;NA; 2
313460;3134608;Jaboticatubas;Belo Horizonte;  205294,85;NA; 2
315800;3158003;Santa Maria de Itabira;Belo Horizonte;  165415,83;NA; 2
314015;3140159;Mário Campos;Belo Horizonte;  154894,20;NA; 2
315360;3153608;Prudente de Morais;Belo Horizonte;  144528,15;NA; 2
315480;3154804;Rio Acima;Belo Horizonte;  131635,16;NA; 2
310920;3109204;Buenópolis;Belo Horizonte;  115277,27;NA; 2
312590;3125903;Ferros;Belo Horizonte;  110648,23;NA; 2
312600;3126000;Florestal;Belo Horizonte;  110059,37;NA; 2
310500;3105004;Baldim;Belo Horizonte;  107640,02;NA; 2
313100;3131000;Inhaúma;Belo Horizonte;   99775,58;NA; 2
311890;3118908;Cordisburgo;Belo Horizonte;   92742,43;NA; 2
313570;3135704;Jequitibá;Belo Horizonte;   89206,75;NA; 2
311250;3112505;Capim Branco;Belo Horizonte;   86153,30;NA; 2
315850;3158508;Santana de Pirapama;Belo Horizonte;   83331,95;NA; 2
313660;3136603;Nova União;Belo Horizonte;   82160,37;NA; 2
313110;3131109;Inimutaba;Belo Horizonte;   79701,50;NA; 2
310770;3107703;Bom Jesus do Amparo;Belo Horizonte;   75714,47;NA; 2
310480;3104809;Augusto de Lima;Belo Horizonte;   64566,47;NA; 2
315900;3159001;Santana do Riacho;Belo Horizonte;   61250,11;NA; 2
314230;3142304;Moeda;Belo Horizonte;   59008,28;NA; 2
310320;3103207;Araçaí;Belo Horizonte;   58023,61;NA; 2
312720;3127206;Funilândia;Belo Horizonte;   51672,87;NA; 2
314360;3143609;Morro da Garça;Belo Horizonte;   47266,12;NA; 2
316830;3168309;Taquaraçu de Minas;Belo Horizonte;   47234,01;NA; 2
315320;3153202;Presidente Juscelino;Belo Horizonte;   42502,32;NA; 2
314250;3142502;Monjolos;Belo Horizonte;   41278,12;NA; 2
311810;3118106;Congonhas do Norte;Belo Horizonte;   38962,15;NA; 2
310960;3109600;Cachoeira da Prata;Belo Horizonte;   38435,66;NA; 2
312640;3126406;Fortuna de Minas;Belo Horizonte;   36241,16;NA; 2
316060;3160603;Santo Hipólito;Belo Horizonte;   33663,38;NA; 2
314370;3143708;Morro do Pilar;Belo Horizonte;   32574,55;NA; 2
311380;3113800;Carmésia;Belo Horizonte;   27820,70;NA; 2
313280;3132800;Itambé do Mato Dentro;Belo Horizonte;   25765,49;NA; 2
316050;3160504;Santo Antônio do Rio Abaixo;Belo Horizonte;   22201,31;NA; 2
314750;3147501;Passabém;Belo Horizonte;   19720,88;NA; 2
316480;3164803;São Sebastião do Rio Preto;Belo Horizonte;   18767,52;NA; 2
312230;3122306;Divinópolis;Divinópolis; 6036934,73; 1; 3
313380;3133808;Itaúna;Divinópolis; 3028868,15; 1; 3
314710;3147105;Pará de Minas;Divinópolis; 2744669,26; 2; 3
314520;3145208;Nova Serrana;Divinópolis; 2602636,27; 2; 3
313720;3137205;Lagoa da Prata;Divinópolis; 1631037,11; 3; 3
312610;3126109;Formiga;Divinópolis; 1620086,43; 3; 3
310420;3104205;Arcos;Divinópolis; 1229696,22; 4; 3
310740;3107406;Bom Despacho;Divinópolis; 1211510,31; 4; 3
313370;3133709;Itatiaiuçu;Divinópolis;  960080,53; 5; 3
314560;3145604;Oliveira;Divinópolis;  848004,59; 5; 3
315200;3152006;Pompéu;Divinópolis;  737149,49;NA; 3
311660;3116605;Cláudio;Divinópolis;  656477,87;NA; 3
316040;3160405;Santo Antônio do Monte;Divinópolis;  528305,58;NA; 3
310510;3105103;Bambuí;Divinópolis;  527977,85;NA; 3
315140;3151404;Pitangui;Divinópolis;  507761,08;NA; 3
313880;3138807;Luz;Divinópolis;  491632,25;NA; 3
313350;3133501;Itapecerica;Divinópolis;  463498,10;NA; 3
310020;3100203;Abaeté;Divinópolis;  426041,74;NA; 3
311420;3114204;Carmo do Cajuru;Divinópolis;  418349,10;NA; 3
311450;3114501;Carmópolis de Minas;Divinópolis;  365482,24;NA; 3
313020;3130200;Igaratinga;Divinópolis;  340014,78;NA; 3
314050;3140506;Martinho Campos;Divinópolis;  320779,60;NA; 3
313030;3130309;Iguatama;Divinópolis;  316747,26;NA; 3
314650;3146503;Pains;Divinópolis;  311140,21;NA; 3
310390;3103900;Araújos;Divinópolis;  310140,72;NA; 3
316460;3164605;São Sebastião do Oeste;Divinópolis;  301716,14;NA; 3
314350;3143500;Morada Nova de Minas;Divinópolis;  272545,93;NA; 3
311760;3117603;Conceição do Pará;Divinópolis;  268642,86;NA; 3
313220;3132206;Itaguara;Divinópolis;  268072,45;NA; 3
314690;3146909;Papagaios;Divinópolis;  250167,25;NA; 3
316180;3161809;São Gonçalo do Pará;Divinópolis;  232566,20;NA; 3
314970;3149705;Perdigão;Divinópolis;  213423,80;NA; 3
312320;3123205;Dores do Indaiá;Divinópolis;  212144,06;NA; 3
314770;3147709;Passa Tempo;Divinópolis;  187717,87;NA; 3
311995;3119955;Córrego Fundo;Divinópolis;  183129,76;NA; 3
315050;3150505;Pimenta;Divinópolis;  178103,67;NA; 3
311400;3114006;Carmo da Mata;Divinópolis;  169374,92;NA; 3
314130;3141306;Medeiros;Divinópolis;  120844,94;NA; 3
313970;3139706;Maravilhas;Divinópolis;  115211,06;NA; 3
311980;3119807;Córrego Danta;Divinópolis;  107185,50;NA; 3
314240;3142403;Moema;Divinópolis;  106928,74;NA; 3
315060;3150604;Piracema;Divinópolis;  105242,67;NA; 3
316120;3161205;São Francisco de Paula;Divinópolis;   96293,98;NA; 3
312470;3124708;Estrela do Indaiá;Divinópolis;   95479,11;NA; 3
310810;3108107;Bonfim;Divinópolis;   85996,64;NA; 3
316310;3163102;São José da Varginha;Divinópolis;   83214,94;NA; 3
315530;3155306;Rio Manso;Divinópolis;   80856,20;NA; 3
314890;3148905;Pedra do Indaiá;Divinópolis;   79389,06;NA; 3
313530;3135308;Japaraíba;Divinópolis;   68001,31;NA; 3
315040;3150406;Piedade dos Gerais;Divinópolis;   62144,97;NA; 3
314960;3149606;Pequi;Divinópolis;   60363,23;NA; 3
314640;3146404;Paineiras;Divinópolis;   59774,76;NA; 3
312060;3120607;Crucilândia;Divinópolis;   53762,50;NA; 3
315370;3153707;Quartel Geral;Divinópolis;   50625,84;NA; 3
314580;3145802;Onça de Pitangui;Divinópolis;   49110,95;NA; 3
311040;3110400;Camacho;Divinópolis;   40506,97;NA; 3
310700;3107000;Biquinhas;Divinópolis;   40047,52;NA; 3
313830;3138302;Leandro Ferreira;Divinópolis;   38519,51;NA; 3
316820;3168200;Tapiraí;Divinópolis;   33549,43;NA; 3
316660;3166600;Serra da Saudade;Divinópolis;   19081,42;NA; 3
311560;3115607;Cedro do Abaeté;Divinópolis;   17485,93;NA; 3
312770;3127701;Governador Valadares;Governador Valadares; 5886910,45; 1; 4
312800;3128006;Guanhães;Governador Valadares;  617545,69; 1; 4
310110;3101102;Aimorés;Governador Valadares;  433944,57; 2; 4
313960;3139607;Mantena;Governador Valadares;  376826,15; 2; 4
311840;3118403;Conselheiro Pena;Governador Valadares;  300321,36; 3; 4
315430;3154309;Resplendor;Governador Valadares;  221894,96; 3; 4
315680;3156809;Sabinópolis;Governador Valadares;  182234,36; 4; 4
314860;3148608;Peçanha;Governador Valadares;  179187,30; 4; 4
316280;3162807;São João Evangelista;Governador Valadares;  169043,12; 5; 4
317180;3171808;Virginópolis;Governador Valadares;  139957,62; 5; 4
316840;3168408;Tarumirim;Governador Valadares;  137621,52;NA; 4
315820;3158201;Santa Maria do Suaçuí;Governador Valadares;  133399,94;NA; 4
315950;3159506;Santa Rita do Itueto;Governador Valadares;  126030,46;NA; 4
313320;3133204;Itanhomi;Governador Valadares;  113449,15;NA; 4
315600;3156007;Rio Vermelho;Governador Valadares;  112796,13;NA; 4
312310;3123106;Dores de Guanhães;Governador Valadares;  110350,58;NA; 4
312370;3123700;Engenheiro Caldas;Governador Valadares;  108073,46;NA; 4
313180;3131802;Itabirinha;Governador Valadares;   97926,09;NA; 4
312690;3126901;Frei Inocêncio;Governador Valadares;   93077,51;NA; 4
311920;3119203;Coroaci;Governador Valadares;   92589,48;NA; 4
311680;3116803;Coluna;Governador Valadares;   85394,20;NA; 4
312730;3127305;Galiléia;Governador Valadares;   83014,34;NA; 4
313410;3134103;Itueta;Governador Valadares;   81375,58;NA; 4
310180;3101805;Alpercata;Governador Valadares;   78783,15;NA; 4
311570;3115706;Central de Minas;Governador Valadares;   77886,15;NA; 4
316450;3164506;São Sebastião do Maranhão;Governador Valadares;   73166,93;NA; 4
316350;3163508;São José do Jacuri;Governador Valadares;   64900,21;NA; 4
316550;3165503;Sardoá;Governador Valadares;   58900,29;NA; 4
312220;3122207;Divinolândia de Minas;Governador Valadares;   58381,50;NA; 4
316410;3164100;São Pedro do Suaçuí;Governador Valadares;   57944,12;NA; 4
314150;3141504;Mendes Pimentel;Governador Valadares;   56105,25;NA; 4
313655;3136553;José Raydan;Governador Valadares;   54604,36;NA; 4
313507;3135076;Jampruca;Governador Valadares;   54380,61;NA; 4
316950;3169505;Tumiritinga;Governador Valadares;   54339,26;NA; 4
316257;3162575;São João do Manteninha;Governador Valadares;   54141,05;NA; 4
312083;3120839;Cuparaque;Governador Valadares;   51350,71;NA; 4
316770;3167707;Sobrália;Governador Valadares;   50612,98;NA; 4
317190;3171907;Virgolândia;Governador Valadares;   50200,62;NA; 4
312750;3127503;Gonzaga;Governador Valadares;   48236,55;NA; 4
312210;3122108;Divino das Laranjeiras;Governador Valadares;   47465,93;NA; 4
311205;3112059;Cantagalo;Governador Valadares;   45093,64;NA; 4
314060;3140605;Materlândia;Governador Valadares;   44135,68;NA; 4
311265;3112653;Capitão Andrade;Governador Valadares;   43989,66;NA; 4
314840;3148400;Paulistas;Governador Valadares;   43966,00;NA; 4
312260;3122603;Dom Joaquim;Governador Valadares;   43143,42;NA; 4
314010;3140100;Marilac;Governador Valadares;   42070,76;NA; 4
315750;3157500;Santa Efigênia de Minas;Governador Valadares;   39965,48;NA; 4
312580;3125804;Fernandes Tourinho;Governador Valadares;   39126,76;NA; 4
316300;3163003;São José da Safira;Governador Valadares;   38416,97;NA; 4
314467;3144672;Nova Belém;Governador Valadares;   37655,25;NA; 4
316610;3166105;Senhora do Porto;Governador Valadares;   37487,48;NA; 4
316165;3161650;São Geraldo do Baixio;Governador Valadares;   37034,55;NA; 4
312737;3127370;Goiabeira;Governador Valadares;   36709,16;NA; 4
316160;3161601;São Geraldo da Piedade;Governador Valadares;   36105,20;NA; 4
316105;3161056;São Félix de Minas;Governador Valadares;   35928,62;NA; 4
312695;3126950;Frei Lagonegro;Governador Valadares;   33561,77;NA; 4
317150;3171501;Mathias Lobato;Governador Valadares;   32181,45;NA; 4
314420;3144201;Nacip Raydan;Governador Valadares;   27005,95;NA; 4
313130;3131307;Ipatinga;Ipatinga; 9662783,32; 1; 5
316190;3161908;São Gonçalo do Rio Abaixo;Ipatinga; 3123366,80; 1; 5
316870;3168705;Timóteo;Ipatinga; 2876835,40; 2; 5
313620;3136207;João Monlevade;Ipatinga; 2589634,37; 2; 5
310630;3106309;Belo Oriente;Ipatinga; 2065747,19; 3; 5
311940;3119401;Coronel Fabriciano;Ipatinga; 1648592,88; 3; 5
311340;3113404;Caratinga;Ipatinga; 1608693,25; 4; 5
315570;3155702;Rio Piracicaba;Ipatinga;  510893,80; 4; 5
315895;3158953;Santana do Paraíso;Ipatinga;  490209,53; 5; 5
314470;3144706;Nova Era;Ipatinga;  321543,42; 5; 5
315400;3154002;Raul Soares;Ipatinga;  292460,64;NA; 5
313090;3130903;Inhapim;Ipatinga;  290522,96;NA; 5
316100;3161007;São Domingos do Prata;Ipatinga;  241155,11;NA; 5
310600;3106002;Bela Vista de Minas;Ipatinga;  218505,17;NA; 5
310300;3103009;Antônio Dias;Ipatinga;  189397,91;NA; 5
313115;3131158;Ipaba;Ipatinga;  147639,61;NA; 5
310780;3107802;Bom Jesus do Galho;Ipatinga;  139751,47;NA; 5
317005;3170057;Ubaporanga;Ipatinga;  122666,85;NA; 5
312930;3129301;Iapu;Ipatinga;  100488,03;NA; 5
310050;3100500;Açucena;Ipatinga;   96998,01;NA; 5
310880;3108800;Braúnas;Ipatinga;   92832,51;NA; 5
315015;3150158;Piedade de Caratinga;Ipatinga;   88777,88;NA; 5
316260;3162609;São João do Oriente;Ipatinga;   79669,52;NA; 5
315725;3157252;Santa Bárbara do Leste;Ipatinga;   79353,10;NA; 5
315935;3159357;Santa Rita de Minas;Ipatinga;   77645,41;NA; 5
313610;3136108;Joanésia;Ipatinga;   77119,37;NA; 5
312180;3121803;Dionísio;Ipatinga;   76349,77;NA; 5
314995;3149952;Periquito;Ipatinga;   72609,30;NA; 5
314435;3144359;Naque;Ipatinga;   68612,08;NA; 5
316447;3164472;São Sebastião do Anta;Ipatinga;   68165,22;NA; 5
316095;3160959;São Domingos das Dores;Ipatinga;   66626,90;NA; 5
313500;3135001;Jaguaraçu;Ipatinga;   64936,77;NA; 5
313055;3130556;Imbé de Minas;Ipatinga;   60417,82;NA; 5
