IBGE;IBGE2;Município;Regiao_intermediaria;PIB;Classificacao;Regiao
310260;3102605;Andradas;Pouso Alegre;  872681,66; 4; 9
313300;3133006;Itamonte;Pouso Alegre;  722636,16; 5; 9
314600;3146008;Ouro Fino;Pouso Alegre;  657703,25; 5; 9
313490;3134905;Jacutinga;Pouso Alegre;  633779,80;NA; 9
311050;3110509;Camanducaia;Pouso Alegre;  605887,03;NA; 9
314730;3147303;Paraisópolis;Pouso Alegre;  578419,04;NA; 9
313310;3133105;Itanhandu;Pouso Alegre;  420621,74;NA; 9
314340;3143401;Monte Sião;Pouso Alegre;  413046,30;NA; 9
314760;3147600;Passa Quatro;Pouso Alegre;  376173,06;NA; 9
311100;3111002;Campestre;Pouso Alegre;  350562,76;NA; 9
316440;3164407;São Sebastião da Bela Vista;Pouso Alegre;  339670,66;NA; 9
313780;3137809;Lambari;Pouso Alegre;  333540,77;NA; 9
311550;3115508;Caxambu;Pouso Alegre;  329263,18;NA; 9
310830;3108305;Borda da Mata;Pouso Alegre;  308218,96;NA; 9
313360;3133600;Itapeva;Pouso Alegre;  302770,02;NA; 9
310490;3104908;Baependi;Pouso Alegre;  262739,37;NA; 9
312450;3124500;Estiva;Pouso Alegre;  240891,90;NA; 9
310840;3108404;Botelhos;Pouso Alegre;  234480,50;NA; 9
311030;3110301;Caldas;Pouso Alegre;  228453,26;NA; 9
315260;3152600;Pouso Alto;Pouso Alegre;  220744,96;NA; 9
312080;3120805;Cruzília;Pouso Alegre;  220356,16;NA; 9
311770;3117702;Conceição do Rio Verde;Pouso Alegre;  207755,02;NA; 9
310970;3109709;Cachoeira de Minas;Pouso Alegre;  198579,12;NA; 9
311780;3117801;Conceição dos Ouros;Pouso Alegre;  186511,99;NA; 9
311790;3117900;Congonhal;Pouso Alegre;  184678,55;NA; 9
311410;3114105;Carmo de Minas;Pouso Alegre;  184675,43;NA; 9
312050;3120508;Cristina;Pouso Alegre;  181659,03;NA; 9
310890;3108909;Brazópolis;Pouso Alegre;  166200,18;NA; 9
313990;3139904;Maria da Fé;Pouso Alegre;  157644,94;NA; 9
311360;3113602;Careaçu;Pouso Alegre;  148840,54;NA; 9
315920;3159209;Santa Rita de Caldas;Pouso Alegre;  146632,99;NA; 9
310910;3109105;Bueno Brandão;Pouso Alegre;  137787,89;NA; 9
313150;3131505;Ipuiúna;Pouso Alegre;  132849,65;NA; 9
314910;3149101;Pedralva;Pouso Alegre;  128960,58;NA; 9
316740;3167400;Silvianópolis;Pouso Alegre;  120921,63;NA; 9
310790;3107901;Bom Repouso;Pouso Alegre;  118307,97;NA; 9
316980;3169802;Turvolândia;Pouso Alegre;  113206,62;NA; 9
317170;3171709;Virgínia;Pouso Alegre;  106308,38;NA; 9
315100;3151008;Piranguinho;Pouso Alegre;  101647,07;NA; 9
316540;3165404;Sapucaí-Mirim;Pouso Alegre;   97205,83;NA; 9
312110;3121100;Delfim Moreira;Pouso Alegre;   95137,02;NA; 9
313060;3130606;Inconfidentes;Pouso Alegre;   95100,29;NA; 9
312920;3129202;Heliodora;Pouso Alegre;   91428,98;NA; 9
310120;3101201;Aiuruoca;Pouso Alegre;   89750,70;NA; 9
316910;3169109;Toledo;Pouso Alegre;   88787,83;NA; 9
314380;3143807;Munhoz;Pouso Alegre;   88175,55;NA; 9
310140;3101409;Albertina;Pouso Alegre;   84668,79;NA; 9
312440;3124401;Espírito Santo do Dourado;Pouso Alegre;   71664,74;NA; 9
314440;3144409;Natércia;Pouso Alegre;   67909,20;NA; 9
314190;3141900;Minduri;Pouso Alegre;   67793,88;NA; 9
313590;3135902;Jesuânia;Pouso Alegre;   64435,19;NA; 9
310530;3105301;Bandeira do Sul;Pouso Alegre;   63942,68;NA; 9
312740;3127404;Gonçalves;Pouso Alegre;   59376,10;NA; 9
316780;3167806;Soledade de Minas;Pouso Alegre;   58024,74;NA; 9
316557;3165578;Senador Amaral;Pouso Alegre;   55966,38;NA; 9
311480;3114808;Carvalhos;Pouso Alegre;   55428,12;NA; 9
315090;3150901;Piranguçu;Pouso Alegre;   53190,37;NA; 9
316905;3169059;Tocos do Moji;Pouso Alegre;   49788,37;NA; 9
312990;3129905;Ibitiúra de Minas;Pouso Alegre;   49056,09;NA; 9
316320;3163201;São José do Alegre;Pouso Alegre;   42759,01;NA; 9
316230;3162302;São João da Mata;Pouso Alegre;   42253,55;NA; 9
311720;3117207;Conceição das Pedras;Pouso Alegre;   37234,92;NA; 9
314550;3145505;Olímpio Noronha;Pouso Alegre;   36587,12;NA; 9
310130;3101300;Alagoa;Pouso Alegre;   35472,87;NA; 9
311990;3119906;Córrego do Bom Jesus;Pouso Alegre;   33138,43;NA; 9
316640;3166402;Seritinga;Pouso Alegre;   33030,93;NA; 9
314040;3140407;Marmelópolis;Pouso Alegre;   30951,80;NA; 9
312280;3122801;Dom Viçoso;Pouso Alegre;   30419,48;NA; 9
316700;3167004;Serranos;Pouso Alegre;   27802,77;NA; 9
316490;3164902;São Sebastião do Rio Verde;Pouso Alegre;   27177,32;NA; 9
317220;3172202;Wenceslau Braz;Pouso Alegre;   26039,72;NA; 9
311850;3118502;Consolação;Pouso Alegre;   24459,40;NA; 9
316580;3165800;Senador José Bento;Pouso Alegre;   22681,82;NA; 9
316860;3168606;Teófilo Otoni;Teófilo Otoni; 2365624,22; 1;10
312160;3121605;Diamantina;Teófilo Otoni;  725681,28; 1;10
314430;3144300;Nanuque;Teófilo Otoni;  643887,50; 2;10
311230;3112307;Capelinha;Teófilo Otoni;  605890,19; 2;10
310170;3101706;Almenara;Teófilo Otoni;  496223,07; 3;10
313250;3132503;Itamarandiba;Teófilo Otoni;  403726,48; 3;10
310340;3103405;Araçuaí;Teófilo Otoni;  392694,90; 4;10
311370;3113701;Carlos Chagas;Teófilo Otoni;  320032,68; 4;10
316970;3169703;Turmalina;Teófilo Otoni;  309273,59; 5;10
314870;3148707;Pedra Azul;Teófilo Otoni;  272990,07; 5;10
313270;3132701;Itambacuri;Teófilo Otoni;  259464,82;NA;10
313330;3133303;Itaobim;Teófilo Otoni;  255006,90;NA;10
314180;3141801;Minas Novas;Teófilo Otoni;  251113,11;NA;10
314530;3145307;Novo Cruzeiro;Teófilo Otoni;  233654,92;NA;10
310090;3100906;Águas Formosas;Teófilo Otoni;  227089,20;NA;10
313580;3135803;Jequitinhonha;Teófilo Otoni;  225088,44;NA;10
316710;3167103;Serro;Teófilo Otoni;  224580,26;NA;10
310100;3101003;Águas Vermelhas;Teófilo Otoni;  220891,90;NA;10
314140;3141405;Medina;Teófilo Otoni;  215490,24;NA;10
313920;3139201;Malacacheta;Teófilo Otoni;  181475,94;NA;10
314630;3146305;Padre Paraíso;Teófilo Otoni;  168829,06;NA;10
311300;3113008;Caraí;Teófilo Otoni;  152305,06;NA;10
315240;3152402;Poté;Teófilo Otoni;  137616,88;NA;10
313600;3136009;Joaíma;Teófilo Otoni;  131812,74;NA;10
310470;3104700;Ataléia;Teófilo Otoni;  131807,39;NA;10
312760;3127602;Gouveia;Teófilo Otoni;  129192,47;NA;10
311350;3113503;Carbonita;Teófilo Otoni;  128343,68;NA;10
310060;3100609;Água Boa;Teófilo Otoni;  128317,16;NA;10
312235;3122355;Divisa Alegre;Teófilo Otoni;  123821,55;NA;10
313400;3134004;Itinga;Teófilo Otoni;  122220,75;NA;10
313700;3137007;Ladainha;Teófilo Otoni;  113190,44;NA;10
317160;3171600;Virgem da Lapa;Teófilo Otoni;  111825,18;NA;10
313470;3134707;Jacinto;Teófilo Otoni;  101960,01;NA;10
315710;3157104;Salto da Divisa;Teófilo Otoni;   97640,29;NA;10
311610;3116100;Chapada do Norte;Teófilo Otoni;   95509,22;NA;10
310650;3106507;Berilo;Teófilo Otoni;   93651,45;NA;10
316590;3165909;Senador Modestino Gonçalves;Teófilo Otoni;   92087,80;NA;10
316030;3160306;Santo Antônio do Jacinto;Teófilo Otoni;   89126,70;NA;10
310270;3102704;Cachoeira de Pajeú;Teófilo Otoni;   87806,27;NA;10
316555;3165552;Setubinha;Teófilo Otoni;   86753,75;NA;10
317107;3171071;Veredinha;Teófilo Otoni;   86473,98;NA;10
313230;3132305;Itaipé;Teófilo Otoni;   86367,84;NA;10
315660;3156601;Rubim;Teófilo Otoni;   85334,57;NA;10
316670;3166709;Serra dos Aimorés;Teófilo Otoni;   83622,59;NA;10
313650;3136504;Jordânia;Teófilo Otoni;   82014,92;NA;10
314535;3145356;Novo Oriente de Minas;Teófilo Otoni;   81938,49;NA;10
315217;3152170;Ponto dos Volantes;Teófilo Otoni;   81523,55;NA;10
311950;3119500;Coronel Murta;Teófilo Otoni;   80165,09;NA;10
310285;3102852;Angelândia;Teófilo Otoni;   77698,67;NA;10
313890;3138906;Machacalis;Teófilo Otoni;   74494,55;NA;10
312675;3126752;Franciscópolis;Teófilo Otoni;   71282,23;NA;10
313545;3135456;Jenipapo de Minas;Teófilo Otoni;   69761,70;NA;10
314850;3148509;Pavão;Teófilo Otoni;   69520,53;NA;10
312245;3122454;Divisópolis;Teófilo Otoni;   68904,72;NA;10
312650;3126505;Francisco Badaró;Teófilo Otoni;   65936,27;NA;10
311545;3115458;Catuji;Teófilo Otoni;   62975,79;NA;10
314055;3140555;Mata Verde;Teófilo Otoni;   62614,03;NA;10
312560;3125606;Felisburgo;Teófilo Otoni;   57826,12;NA;10
312015;3120151;Crisólita;Teófilo Otoni;   55271,43;NA;10
311700;3117009;Comercinho;Teófilo Otoni;   53964,46;NA;10
312680;3126802;Frei Gaspar;Teófilo Otoni;   52809,22;NA;10
313835;3138351;Leme do Prado;Teófilo Otoni;   50543,90;NA;10
312100;3121001;Datas;Teófilo Otoni;   47643,46;NA;10
314675;3146750;Palmópolis;Teófilo Otoni;   47115,80;NA;10
314620;3146206;Ouro Verde de Minas;Teófilo Otoni;   46239,01;NA;10
313652;3136520;José Gonçalves de Minas;Teófilo Otoni;   44991,40;NA;10
315765;3157658;Santa Helena de Minas;Teófilo Otoni;   44429,25;NA;10
310520;3105202;Bandeira;Teófilo Otoni;   44394,20;NA;10
310445;3104452;Aricanduva;Teófilo Otoni;   43958,43;NA;10
310240;3102407;Alvorada de Minas;Teófilo Otoni;   42534,49;NA;10
314490;3144904;Nova Módica;Teófilo Otoni;   42531,04;NA;10
312540;3125408;Felício dos Santos;Teófilo Otoni;   42471,37;NA;10
312010;3120102;Couto de Magalhães de Minas;Teófilo Otoni;   42113,94;NA;10
315810;3158102;Santa Maria do Salto;Teófilo Otoni;   40115,12;NA;10
315510;3155108;Rio do Prado;Teófilo Otoni;   39854,97;NA;10
311080;3110806;Campanário;Teófilo Otoni;   38748,11;NA;10
315000;3150000;Pescador;Teófilo Otoni;   38630,50;NA;10
310660;3106606;Bertópolis;Teófilo Otoni;   37078,19;NA;10
316330;3163300;São José do Divino;Teófilo Otoni;   36654,12;NA;10
312705;3127057;Fronteira dos Vales;Teófilo Otoni;   35765,57;NA;10
316020;3160207;Santo Antônio do Itambé;Teófilo Otoni;   34648,04;NA;10
312550;3125507;São Gonçalo do Rio Preto;Teófilo Otoni;   32395,82;NA;10
314315;3143153;Monte Formoso;Teófilo Otoni;   32087,28;NA;10
316650;3166501;Serra Azul de Minas;Teófilo Otoni;   31827,63;NA;10
317030;3170305;Umburatiba;Teófilo Otoni;   30647,61;NA;10
315330;3153301;Presidente Kubitschek;Teófilo Otoni;   27660,14;NA;10
317010;3170107;Uberaba;Uberaba;13152650,57; 1;11
310400;3104007;Araxá;Uberaba; 5141110,68; 1;11
312710;3127107;Frutal;Uberaba; 1842323,01; 2;11
313440;3134400;Iturama;Uberaba; 1725281,39; 2;11
315690;3156908;Sacramento;Uberaba; 1534687,29; 3;11
312700;3127008;Fronteira;Uberaba; 1057313,00; 3;11
312950;3129509;Ibiá;Uberaba;  920284,62; 4;11
311730;3117306;Conceição das Alagoas;Uberaba;  844041,28; 4;11
314500;3145000;Nova Ponte;Uberaba;  773729,61; 5;11
316810;3168101;Tapira;Uberaba;  681292,85; 5;11
315770;3157708;Santa Juliana;Uberaba;  640519,79;NA;11
314980;3149804;Perdizes;Uberaba;  601624,06;NA;11
311140;3111408;Campo Florido;Uberaba;  505682,27;NA;11
315160;3151602;Planura;Uberaba;  488520,96;NA;11
313340;3133402;Itapagipe;Uberaba;  454891,03;NA;11
311820;3118205;Conquista;Uberaba;  437619,81;NA;11
312125;3121258;Delta;Uberaba;  346116,03;NA;11
313862;3138625;Limeira do Oeste;Uberaba;  342563,07;NA;11
311150;3111507;Campos Altos;Uberaba;  325402,08;NA;11
311455;3114550;Carneirinho;Uberaba;  318482,31;NA;11
315070;3150703;Pirajuba;Uberaba;  308994,36;NA;11
316130;3161304;São Francisco de Sales;Uberaba;  144495,94;NA;11
310070;3100708;Água Comprida;Uberaba;  132462,12;NA;11
317043;3170438;União de Minas;Uberaba;  131512,19;NA;11
317110;3171105;Veríssimo;Uberaba;  127978,13;NA;11
311690;3116902;Comendador Gomes;Uberaba;  111341,12;NA;11
314920;3149200;Pedrinópolis;Uberaba;  106911,74;NA;11
315300;3153004;Pratinha;Uberaba;   94326,72;NA;11
315970;3159704;Santa Rosa da Serra;Uberaba;   54783,80;NA;11
317020;3170206;Uberlândia;Uberlândia;34201961,80; 1;12
310350;3103504;Araguari;Uberlândia; 4091891,21; 1;12
313420;3134202;Ituiutaba;Uberlândia; 2895226,17; 2;12
310375;3103751;Araporã;Uberlândia; 1189015,42; 2;12
314310;3143104;Monte Carmelo;Uberlândia; 1091758,53; 3;12
315280;3152808;Prata;Uberlândia;  928752,15; 3;12
315980;3159803;Santa Vitória;Uberlândia;  721332,99; 4;12
316960;3169604;Tupaciguara;Uberlândia;  689242,94; 4;12
314280;3142809;Monte Alegre de Minas;Uberlândia;  551615,98; 5;12
311110;3111101;Campina Verde;Uberlândia;  508563,17; 5;12
313070;3130705;Indianópolis;Uberlândia;  438896,98;NA;12
311260;3112604;Capinópolis;Uberlândia;  382630,32;NA;12
312480;3124807;Estrela do Sul;Uberlândia;  375621,05;NA;12
311180;3111804;Canápolis;Uberlândia;  346723,35;NA;12
311580;3115805;Centralina;Uberlândia;  271412,01;NA;12
313160;3131604;Iraí de Minas;Uberlândia;  213513,38;NA;12
310010;3100104;Abadia dos Dourados;Uberlândia;  154969,41;NA;12
315640;3156403;Romaria;Uberlândia;  136783,49;NA;12
312910;3129103;Gurinhatã;Uberlândia;  130298,84;NA;12
313140;3131406;Ipiaçu;Uberlândia;   97670,79;NA;12
310980;3109808;Cachoeira Dourada;Uberlândia;   75010,94;NA;12
312350;3123502;Douradoquara;Uberlândia;   49726,88;NA;12
311500;3115003;Cascalho Rico;Uberlândia;   47834,47;NA;12
312790;3127909;Grupiara;Uberlândia;   27311,88;NA;12
317070;3170701;Varginha;Varginha; 5442562,72; 1;13
310160;3101607;Alfenas;Varginha; 2664045,63; 1;13
313820;3138203;Lavras;Varginha; 2485867,58; 2;13
314790;3147907;Passos;Varginha; 2387740,30; 2;13
316930;3169307;Três Corações;Varginha; 2216413,21; 3;13
316470;3164704;São Sebastião do Paraíso;Varginha; 1937431,27; 3;13
312870;3128709;Guaxupé;Varginha; 1914079,72; 4;13
316940;3169406;Três Pontas;Varginha; 1254490,68; 4;13
311120;3111200;Campo Belo;Varginha;  983869,02; 5;13
313900;3139003;Machado;Varginha;  962422,60; 5;13
315150;3151503;Piumhi;Varginha;  866679,09;NA;13
310710;3107109;Boa Esperança;Varginha;  833110,82;NA;13
316294;3162948;São José da Barra;Varginha;  684813,82;NA;13
312970;3129707;Ibiraci;Varginha;  624531,13;NA;13
316200;3162005;São Gonçalo do Sapucaí;Varginha;  612288,03;NA;13
312360;3123601;Elói Mendes;Varginha;  593370,03;NA;13
313375;3133758;Itaú de Minas;Varginha;  509262,63;NA;13
314990;3149903;Perdões;Varginha;  478384,92;NA;13
311160;3111606;Campos Gerais;Varginha;  477705,38;NA;13
314720;3147204;Paraguaçu;Varginha;  476274,07;NA;13
311440;3114402;Carmo do Rio Claro;Varginha;  451283,58;NA;13
314460;3144607;Nepomuceno;Varginha;  444408,62;NA;13
312830;3128303;Guaranésia;Varginha;  431995,53;NA;13
314410;3144102;Muzambinho;Varginha;  415062,36;NA;13
314320;3143203;Monte Santo de Minas;Varginha;  357502,00;NA;13
310190;3101904;Alpinópolis;Varginha;  352545,49;NA;13
313040;3130408;Ijaci;Varginha;  334806,14;NA;13
311510;3115102;Cássia;Varginha;  317783,40;NA;13
310800;3108008;Bom Sucesso;Varginha;  305619,23;NA;13
311090;3110905;Campanha;Varginha;  304028,42;NA;13
314510;3145109;Nova Resende;Varginha;  296654,17;NA;13
314300;3143005;Monte Belo;Varginha;  282966,69;NA;13
310410;3104106;Arceburgo;Varginha;  267724,09;NA;13
311200;3112000;Candeias;Varginha;  260942,65;NA;13
315170;3151701;Poço Fundo;Varginha;  259218,91;NA;13
315990;3159902;Santo Antônio do Amparo;Varginha;  249736,73;NA;13
312810;3128105;Guapé;Varginha;  242893,32;NA;13
310950;3109501;Cabo Verde;Varginha;  230283,57;NA;13
310430;3104304;Areado;Varginha;  226083,08;NA;13
311070;3110707;Cambuquira;Varginha;  224706,81;NA;13
311390;3113909;Carmo da Cachoeira;Varginha;  223936,57;NA;13
310200;3102001;Alterosa;Varginha;  218827,59;NA;13
311280;3112802;Capitólio;Varginha;  208001,14;NA;13
311710;3117108;Conceição da Aparecida;Varginha;  203379,35;NA;13
314260;3142601;Monsenhor Paulo;Varginha;  195798,29;NA;13
312020;3120201;Cristais;Varginha;  194875,51;NA;13
316430;3164308;São Roque de Minas;Varginha;  194085,80;NA;13
313050;3130507;Ilicínea;Varginha;  183631,33;NA;13
311130;3111309;Campo do Meio;Varginha;  172041,07;NA;13
313290;3132909;Itamogi;Varginha;  168368,12;NA;13
313690;3136900;Juruaia;Varginha;  164661,30;NA;13
312120;3121209;Delfinópolis;Varginha;  162177,86;NA;13
315830;3158300;Santana da Vargem;Varginha;  149512,28;NA;13
311870;3118700;Coqueiral;Varginha;  148753,27;NA;13
316220;3162203;São João Batista do Glória;Varginha;  141422,03;NA;13
316510;3165107;São Tomás de Aquino;Varginha;  138370,09;NA;13
315290;3152907;Pratápolis;Varginha;  138190,22;NA;13
316690;3166907;Serrania;Varginha;  124662,57;NA;13
310760;3107604;Bom Jesus da Penha;Varginha;  123213,26;NA;13
311640;3116407;Claraval;Varginha;  122624,32;NA;13
311240;3112406;Capetinga;Varginha;  118129,99;NA;13
313480;3134806;Jacuí;Varginha;  109705,28;NA;13
313870;3138708;Luminárias;Varginha;  102481,67;NA;13
316390;3163904;São Pedro da União;Varginha;   98136,12;NA;13
312240;3122405;Divisa Nova;Varginha;   92661,15;NA;13
316520;3165206;São Thomé das Letras;Varginha;   89609,87;NA;13
315470;3154705;Ribeirão Vermelho;Varginha;   85725,82;NA;13
313450;3134509;Itutinga;Varginha;   83598,33;NA;13
311460;3114600;Carrancas;Varginha;   78529,16;NA;13
315880;3158805;Santana do Jacaré;Varginha;   76002,72;NA;13
312630;3126307;Fortaleza de Minas;Varginha;   67237,24;NA;13
311190;3111903;Cana Verde;Varginha;   62957,17;NA;13
313430;3134301;Itumirim;Varginha;   61589,92;NA;13
312340;3123403;Doresópolis;Varginha;   61548,06;NA;13
316080;3160801;São Bento Abade;Varginha;   60947,75;NA;13
310080;3100807;Aguanil;Varginha;   59822,29;NA;13
311900;3119005;Cordislândia;Varginha;   59147,24;NA;13
313080;3130804;Ingaí;Varginha;   58624,01;NA;13
311470;3114709;Carvalhópolis;Varginha;   50807,36;NA;13
317060;3170602;Vargem Bonita;Varginha;   42003,25;NA;13
312520;3125200;Fama;Varginha;   40858,07;NA;13
313000;3130002;Ibituruna;Varginha;   36478,51;NA;13
